customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
420,Pamela,Brown,pamela.brown@hotmail.com,+1-740-627-3788,2023-10-02 04:26:37.667656,New_Customer,Direct,46-55,Low,73.92,0.69,False,True,True,2025-07-04 13:17:49.531503,16,Books
421,Michael,Smith,michael15@yahoo.com,+1-815-367-8556,2024-05-18 02:18:48.579865,High_Value,Direct,46-55,Low,265.74,0.2,False,True,True,2025-07-04 13:15:44.192298,48,Home
422,Dustin,Robinson,dustin483@yahoo.com,+1-971-290-3694,2024-01-09 22:04:09.694463,Low_Value,Push,26-35,Low,43.69,0.71,False,True,True,2025-07-04 13:15:11.975577,10,Sports
423,Blake,Moore,blake.moore@hotmail.com,+1-527-660-8577,2023-08-04 02:34:28.506985,New_Customer,Direct,26-35,Premium,66.71,0.59,True,False,True,2025-07-04 13:16:31.642467,43,Home
424,Jay,Garcia,jay.garcia@yahoo.com,+1-458-981-7203,2025-04-22 13:01:21.368544,High_Value,Direct,26-35,High,198.33,0.36,False,True,True,,8,Clothing
425,Stephanie,Ferguson,stephanie636@yahoo.com,+1-601-404-5173,2024-06-26 16:30:46.812336,High_Value,Social,26-35,Premium,413.12,0.39,True,True,True,2025-07-04 13:16:53.413639,48,Clothing
426,Andrea,Walker,andrea467@hotmail.com,+1-396-596-5756,2024-01-06 13:50:03.186515,High_Value,Social,46-55,Medium,181.8,0.25,False,False,False,,22,Home
427,Maria,Johnson,mariajohnson@yahoo.com,+1-881-743-9034,2025-05-11 07:15:15.815581,New_Customer,Social,18-25,Low,132.13,0.79,True,False,False,2025-07-04 13:17:49.821880,37,Beauty
428,Andrew,Williams,andrewwilliams@yahoo.com,+1-297-562-2466,2024-12-30 14:28:27.821028,Low_Value,Social,26-35,,78.92,0.71,True,True,True,,34,Sports
429,Amanda,Kirby,amanda.kirby@gmail.com,+1-737-220-5559,2024-07-10 11:50:03.652164,New_Customer,Direct,46-55,Low,92.16,0.69,False,False,False,,48,Clothing
430,Katelyn,Coleman,katelyncoleman@yahoo.com,+1-549-485-6432,2025-06-24 05:22:33.251704,Medium_Value,SMS,46-55,Low,104.41,0.65,False,False,False,,48,Books
431,Christina,Hill,christinahill@yahoo.com,+1-255-230-5756,2025-04-10 22:42:01.854692,New_Customer,Social,46-55,Low,84.47,0.69,True,True,True,2025-07-04 13:16:48.677760,21,Home
432,Erica,Smith,erica.smith@gmail.com,+1-613-688-3259,2025-03-26 19:58:15.795439,New_Customer,Email,18-25,Premium,40.26,0.76,False,True,True,2025-07-04 13:16:34.271987,30,Sports
433,Felicia,Sanchez,feliciasanchez@outlook.com,+1-202-801-8744,2024-10-07 00:51:07.303266,Medium_Value,Social,18-25,Medium,108.64,0.62,False,False,False,2025-07-04 13:16:13.290491,2,Sports
434,Ryan,Roberson,ryan347@outlook.com,+1-685-220-1353,2025-01-24 19:16:16.230048,Medium_Value,Social,36-45,Premium,199.36,0.63,False,True,True,,5,Electronics
435,David,Goodwin,david.goodwin@gmail.com,+1-492-700-3996,2024-11-06 15:30:56.726413,Low_Value,SMS,46-55,Premium,55.1,0.83,True,True,False,,16,Home
436,Rhonda,Weber,rhondaweber@gmail.com,+1-488-592-1781,2023-11-18 21:53:05.702504,Low_Value,Push,26-35,Medium,39.98,0.62,True,True,True,2025-07-04 13:16:58.165289,22,Books
437,Julia,Massey,juliamassey@hotmail.com,+1-891-238-8763,2025-05-17 04:54:02.237467,Low_Value,Social,26-35,Low,41.39,0.8,False,True,False,2025-07-04 13:14:42.645152,3,Clothing
438,Sarah,Jimenez,sarah157@yahoo.com,+1-742-569-1675,2024-10-02 01:16:36.804729,New_Customer,Email,36-45,Low,65.44,0.72,False,True,True,2025-07-04 13:15:25.047021,39,Beauty
439,Heather,Pena,heather486@outlook.com,+1-602-733-4554,2024-11-03 18:27:25.935677,High_Value,Direct,46-55,Medium,181.21,0.36,False,True,True,,21,Clothing
440,Daniel,Oliver,daniel653@outlook.com,+1-646-362-8501,2023-11-27 12:38:50.905098,New_Customer,Direct,26-35,Low,74.45,0.78,False,False,True,,22,Clothing
441,Kathryn,Delacruz,kathryn.delacruz@outlook.com,+1-478-624-2439,2023-12-08 14:47:47.707598,New_Customer,Email,18-25,Low,69.31,0.55,False,False,False,2025-07-04 13:16:32.888613,43,Electronics
442,Anita,Velazquez,anitavelazquez@outlook.com,+1-459-509-5048,2025-03-06 04:02:43.490139,Medium_Value,Email,18-25,Medium,157.62,0.4,True,True,True,2025-07-04 13:16:54.010631,13,Beauty
443,Emily,Keller,emily.keller@hotmail.com,+1-741-862-7382,2024-07-17 00:02:18.272167,Low_Value,Push,46-55,Medium,43.83,0.71,False,True,False,2025-07-04 13:16:25.438998,20,Clothing
444,Randall,Burnett,randall564@yahoo.com,+1-658-763-3001,2023-11-18 08:23:21.422333,Low_Value,Push,,Medium,61.47,0.89,False,False,True,2025-07-04 13:13:14.558589,36,Beauty
445,Lucas,Williams,lucas741@yahoo.com,+1-715-562-5181,2025-01-26 15:20:05.180053,Medium_Value,Email,55+,Premium,185.3,0.7,True,False,False,2025-07-04 13:14:28.305875,8,Electronics
446,Brian,Perez,brian.perez@hotmail.com,+1-557-699-5484,2025-02-27 06:52:41.755828,New_Customer,SMS,26-35,Low,119.67,0.59,True,True,True,2025-07-04 13:15:11.358468,43,Beauty
447,Jesus,Jackson,jesus689@outlook.com,+1-942-230-6769,2024-04-07 06:07:33.913575,Low_Value,Email,36-45,High,96.68,0.71,False,False,False,2025-07-04 13:17:02.904010,5,Electronics
448,Crystal,Strickland,crystalstrickland@outlook.com,+1-395-474-1256,2025-01-24 02:11:58.005996,Low_Value,SMS,26-35,Medium,89.06,0.68,False,False,True,2025-07-04 13:14:14.041491,37,Electronics
449,Jennifer,Miller,jennifermiller@hotmail.com,+1-491-321-3226,2023-07-24 13:35:56.741556,Medium_Value,Push,26-35,High,194.02,0.65,True,True,True,2025-07-04 13:15:21.599027,0,Clothing
450,Joseph,Smith,josephsmith@outlook.com,+1-539-398-9160,2025-01-01 23:07:26.401508,High_Value,Email,,,322.23,0.3,False,True,False,2025-07-04 13:16:29.988606,9,Clothing
451,Ian,Johnson,ian7@hotmail.com,+1-399-949-8613,2025-05-09 23:55:10.526118,High_Value,Push,46-55,Low,284.65,0.39,False,True,True,2025-07-04 13:14:04.240616,47,Electronics
452,Debbie,Rice,debbie887@gmail.com,+1-921-304-3797,2023-07-24 01:49:48.070736,Low_Value,Social,46-55,High,73.9,0.82,False,True,True,,28,Beauty
453,Evelyn,Roberts,evelyn.roberts@outlook.com,+1-994-418-7393,2024-07-15 12:34:46.828174,Medium_Value,Direct,46-55,Medium,180.1,0.66,True,False,False,2025-07-04 13:18:36.054177,50,Clothing
454,Lisa,Gaines,lisagaines@gmail.com,+1-852-545-1007,2024-06-21 05:14:17.611479,New_Customer,Social,36-45,Premium,88.48,0.53,False,False,True,2025-07-04 13:14:36.556375,7,Home
455,Holly,Sparks,hollysparks@gmail.com,+1-746-925-2205,2023-09-18 14:22:15.260406,High_Value,Push,26-35,Low,431.62,0.27,False,True,True,2025-07-04 13:15:49.176802,34,Home
456,Jamie,Haynes,jamie172@hotmail.com,+1-640-868-1042,2023-11-22 18:21:16.638218,Low_Value,Email,26-35,Low,62.44,0.69,False,False,False,2025-07-04 13:16:55.167987,10,Electronics
457,Kathleen,Simon,kathleen.simon@hotmail.com,+1-978-757-8083,2025-04-26 12:52:47.546648,High_Value,Email,46-55,High,305.73,0.36,False,True,True,2025-07-04 13:15:28.604126,36,Electronics
458,Leslie,Thomas,leslie.thomas@outlook.com,+1-364-909-5122,2023-08-26 05:04:42.174943,High_Value,Email,36-45,Medium,349.02,0.3,False,True,False,2025-07-04 13:14:19.567558,29,Clothing
459,Sydney,Garrett,sydney360@yahoo.com,+1-655-353-8013,2023-10-23 05:25:23.033982,New_Customer,Push,18-25,Low,75.89,0.54,True,False,True,2025-07-04 13:16:15.064716,8,Books
460,Ashley,Hancock,ashley150@hotmail.com,+1-581-279-6937,2024-11-05 05:29:35.266221,High_Value,Social,36-45,Low,345.68,0.24,True,False,True,2025-07-04 13:14:10.363366,0,Beauty
461,Angela,Green,angela.green@gmail.com,+1-633-360-3077,2025-04-20 06:37:38.949759,Medium_Value,SMS,55+,Premium,116.12,0.58,False,False,True,2025-07-04 13:13:41.904296,44,Books
462,Carlos,Jordan,carlos.jordan@outlook.com,+1-252-945-5956,2023-12-14 16:36:12.952800,High_Value,Email,26-35,Premium,385.78,0.2,True,False,False,2025-07-04 13:18:28.323529,1,Clothing
463,Christopher,Davis,christopher440@outlook.com,+1-732-645-3574,2024-04-26 23:40:28.261201,Medium_Value,Direct,46-55,High,198.58,0.54,True,True,False,2025-07-04 13:14:01.730053,15,Electronics
464,Gina,Parker,ginaparker@outlook.com,+1-664-752-8493,2024-10-16 09:42:16.561577,Medium_Value,Social,55+,High,168.66,0.4,False,True,True,,7,Clothing
465,Anthony,Campos,anthony.campos@yahoo.com,+1-786-756-4167,2024-08-26 08:08:38.331264,High_Value,Direct,46-55,Premium,156.1,0.23,True,True,True,,37,Sports
466,Steven,Forbes,steven854@outlook.com,+1-292-591-6548,2024-10-13 07:21:48.614825,Low_Value,Direct,26-35,Premium,83.12,0.68,False,True,False,2025-07-04 13:13:57.970096,6,Books
467,Cheryl,Valdez,cheryl.valdez@outlook.com,+1-984-820-3987,2023-07-09 17:58:16.882143,Medium_Value,SMS,26-35,Premium,137.82,0.58,True,False,True,2025-07-04 13:15:53.623993,15,Beauty
468,Robert,Fisher,robert.fisher@gmail.com,+1-727-960-8076,2024-01-17 19:43:52.204547,Medium_Value,Social,46-55,Low,197.76,0.69,True,False,True,2025-07-04 13:16:44.756780,23,Clothing
469,Jennifer,Brooks,jennifer570@hotmail.com,+1-256-536-5774,2023-09-03 08:00:39.673802,Medium_Value,SMS,18-25,Medium,135.75,0.48,False,True,False,,43,Electronics
470,Michael,Huerta,michaelhuerta@outlook.com,+1-438-699-6837,2023-09-12 01:05:13.893044,Medium_Value,Direct,18-25,Premium,113.07,0.49,True,True,False,2025-07-04 13:16:23.983023,26,Home
471,Tiffany,Hill,tiffany.hill@hotmail.com,+1-316-978-3942,2025-01-31 14:48:48.195170,High_Value,SMS,18-25,Medium,336.84,0.31,True,True,True,2025-07-04 13:12:59.494598,50,Books
472,Sarah,Frazier,sarahfrazier@outlook.com,+1-773-628-5163,2024-04-09 14:51:06.587100,New_Customer,SMS,36-45,,94.79,0.6,True,False,False,2025-07-04 13:17:39.962046,7,Electronics
473,Laura,Delacruz,lauradelacruz@outlook.com,+1-344-851-3706,2023-10-19 11:25:42.393053,New_Customer,Email,18-25,Low,98.02,0.75,False,True,False,2025-07-04 13:15:34.094751,16,Books
474,Hayden,Avila,hayden.avila@hotmail.com,+1-999-206-1085,2023-10-29 11:36:03.121830,New_Customer,Email,26-35,High,32.1,0.54,False,True,False,,15,Beauty
475,Aaron,Gonzalez,aaron.gonzalez@yahoo.com,+1-959-516-4661,2025-05-22 02:36:48.586058,High_Value,SMS,55+,Medium,376.35,0.27,False,False,True,,25,Electronics
476,Philip,Chung,philip78@gmail.com,+1-475-325-9496,2024-10-19 10:40:54.683728,New_Customer,SMS,26-35,Medium,52.51,0.65,True,True,True,2025-07-04 13:18:27.913423,21,Clothing
477,Stephanie,Edwards,stephanie448@hotmail.com,+1-587-607-3382,2025-04-28 00:36:58.165033,High_Value,Direct,,Low,397.34,0.37,True,True,True,2025-07-04 13:17:29.735986,3,Home
478,Kimberly,Robertson,kimberly.robertson@gmail.com,+1-642-486-9844,2023-10-08 07:35:23.971030,New_Customer,SMS,55+,Medium,143.38,0.64,True,False,False,,4,Beauty
479,David,Le,davidle@hotmail.com,+1-728-458-5677,2024-06-26 18:49:41.168659,High_Value,Push,55+,Medium,328.8,0.31,False,False,True,2025-07-04 13:17:24.899648,25,Beauty
480,Michelle,Bender,michelle412@hotmail.com,+1-713-359-2888,2023-10-20 01:55:41.893877,High_Value,SMS,55+,Medium,338.97,0.32,True,True,True,2025-07-04 13:15:59.676474,37,Electronics
481,James,Yoder,james.yoder@yahoo.com,+1-337-959-5333,2024-09-07 11:31:21.830828,Medium_Value,SMS,36-45,Low,92.67,0.65,True,False,False,2025-07-04 13:13:04.683920,19,Beauty
482,Deborah,Jones,deborah.jones@hotmail.com,+1-481-719-8717,2024-06-18 11:08:37.145451,Medium_Value,SMS,36-45,,93.63,0.55,True,False,True,,48,Home
483,Christopher,Rodriguez,christopher.rodriguez@outlook.com,+1-411-927-3516,2023-07-16 00:52:28.857484,Medium_Value,Push,18-25,Low,110.36,0.62,False,False,False,2025-07-04 13:14:16.739253,0,Books
484,Edward,Mccoy,edward.mccoy@hotmail.com,+1-532-834-3119,2024-06-17 03:39:56.818880,New_Customer,Push,36-45,,87.87,0.66,False,False,False,2025-07-04 13:14:23.527804,6,Electronics
485,Marcus,Williams,marcus129@outlook.com,+1-602-820-3593,2025-05-05 08:00:11.995939,New_Customer,Push,55+,Premium,76.99,0.69,True,True,True,2025-07-04 13:15:34.314166,19,Clothing
486,Gordon,Morales,gordonmorales@outlook.com,+1-202-924-1181,2024-10-15 12:42:34.076323,New_Customer,Push,26-35,Premium,93.99,0.6,False,True,False,2025-07-04 13:16:52.629574,34,Clothing
487,Grant,Hayes,granthayes@hotmail.com,+1-443-206-4552,2024-03-25 07:10:46.464063,Medium_Value,Email,46-55,High,75.34,0.58,True,False,False,2025-07-04 13:14:24.647661,6,Electronics
488,Trevor,Archer,trevor220@gmail.com,+1-576-627-9380,2024-05-03 01:46:43.310645,High_Value,Push,46-55,High,182.35,0.28,False,False,True,2025-07-04 13:16:52.749725,39,Electronics
489,Douglas,Bennett,douglas415@gmail.com,+1-610-675-9752,2024-02-23 20:42:47.947712,Medium_Value,Social,18-25,Premium,179.73,0.69,True,True,False,2025-07-04 13:14:48.078033,13,Electronics
490,Leslie,Butler,lesliebutler@yahoo.com,+1-583-557-2526,2025-05-05 09:54:20.452929,High_Value,SMS,55+,High,441.67,0.29,False,True,True,2025-07-04 13:14:45.647676,35,Clothing
491,Emily,Miles,emily.miles@outlook.com,+1-968-864-9445,2024-06-06 15:22:56.420107,New_Customer,Email,36-45,Medium,141.22,0.61,False,False,True,2025-07-04 13:13:56.042432,50,Sports
492,Kari,Hughes,karihughes@outlook.com,+1-544-735-4012,2024-12-14 01:03:25.696255,Medium_Value,Email,36-45,High,92.21,0.5,True,False,True,,35,Electronics
493,Andre,Lozano,andre.lozano@yahoo.com,+1-624-357-9355,2024-01-01 11:37:09.235012,High_Value,Direct,18-25,Premium,386.68,0.36,False,False,False,2025-07-04 13:17:42.894945,21,Clothing
494,Victoria,Nichols,victorianichols@hotmail.com,+1-760-961-3913,2024-05-09 17:54:48.148520,Low_Value,Email,18-25,High,26.83,0.73,True,False,False,2025-07-04 13:14:25.309034,13,Clothing
495,Wendy,Dougherty,wendydougherty@gmail.com,+1-630-959-7864,2025-05-01 01:52:01.561713,New_Customer,Push,55+,Premium,46.56,0.64,False,False,False,2025-07-04 13:15:10.443347,50,Sports
496,Daniel,Martinez,daniel.martinez@gmail.com,+1-993-612-7632,2024-01-12 01:15:44.361531,Medium_Value,Social,36-45,Low,101.71,0.6,False,False,True,2025-07-04 13:14:26.669206,28,Home
497,Christopher,Jones,christopherjones@gmail.com,+1-584-953-6819,2025-04-16 22:33:38.785156,New_Customer,SMS,46-55,Low,47.82,0.51,True,False,False,2025-07-04 13:13:18.334186,19,Sports
498,John,Beasley,johnbeasley@outlook.com,+1-908-644-7120,2025-01-08 10:34:52.925495,Medium_Value,Push,26-35,Medium,142.07,0.47,False,False,False,2025-07-04 13:16:37.805490,26,Sports
499,Brett,Gray,brett583@hotmail.com,+1-659-888-3431,2025-05-13 18:04:15.711759,Low_Value,SMS,18-25,Low,68.62,0.77,False,False,True,2025-07-04 13:15:13.065197,44,Sports
500,Barbara,Sullivan,barbarasullivan@yahoo.com,+1-258-201-7479,2023-09-21 02:39:20.121487,Medium_Value,SMS,18-25,Medium,155.82,0.5,False,False,False,2025-07-04 13:17:38.205485,10,Electronics
501,Martin,Thompson,martinthompson@hotmail.com,+1-492-596-1931,2025-06-27 20:11:02.324016,Medium_Value,SMS,55+,Premium,195.55,0.58,False,False,False,2025-07-04 13:13:12.832898,4,Electronics
502,Sara,Torres,sara596@hotmail.com,+1-789-347-7369,2024-06-01 20:32:45.458096,High_Value,SMS,46-55,Low,248.71,0.24,True,True,False,2025-07-04 13:17:29.261505,30,Electronics
503,Jonathan,Haney,jonathanhaney@yahoo.com,+1-425-837-3328,2023-07-23 23:59:05.530666,High_Value,Social,36-45,Low,312.04,0.34,False,True,False,2025-07-04 13:15:39.460928,27,Sports
504,Ronald,Bailey,ronald21@gmail.com,+1-623-960-4422,2025-04-17 14:01:48.345337,Medium_Value,Push,26-35,Low,124.27,0.58,False,True,False,2025-07-04 13:16:35.445708,43,Beauty
505,Natalie,Levy,natalie.levy@yahoo.com,+1-338-893-6375,2024-05-31 11:57:33.444766,New_Customer,Push,55+,Premium,40.14,0.56,False,False,True,2025-07-04 13:15:52.741116,30,Electronics
506,Jesus,Norman,jesus958@gmail.com,+1-835-987-3809,2025-01-29 03:45:36.817913,New_Customer,Direct,46-55,,149.68,0.63,True,True,False,2025-07-04 13:18:19.909512,46,Clothing
507,Christine,Case,christine171@yahoo.com,+1-421-603-1097,2024-01-31 14:04:19.504209,High_Value,Social,55+,Medium,423.12,0.37,False,False,False,2025-07-04 13:16:52.840607,49,Sports
508,Steven,Scott,steven.scott@hotmail.com,+1-702-947-8305,2023-09-24 01:38:11.598803,New_Customer,SMS,18-25,Premium,63.93,0.74,False,False,True,2025-07-04 13:14:13.007873,14,Sports
509,Katherine,Medina,katherine.medina@yahoo.com,+1-452-460-2605,2023-12-03 15:40:00.022413,High_Value,Social,18-25,Medium,448.27,0.24,False,True,False,2025-07-04 13:13:53.614129,40,Clothing
510,Tyler,Anderson,tyleranderson@gmail.com,+1-333-826-8098,2024-07-30 12:12:59.075723,High_Value,Email,46-55,Medium,188.77,0.25,False,True,True,,30,Home
511,Michael,Blake,michaelblake@yahoo.com,+1-957-742-9579,2024-10-14 17:21:12.881083,High_Value,Direct,,High,289.53,0.2,False,True,True,2025-07-04 13:12:55.299299,12,Electronics
512,Billy,Howe,billy965@hotmail.com,+1-538-452-5778,2024-01-12 02:15:34.457999,Medium_Value,Social,36-45,High,169.24,0.52,False,True,False,,10,Sports
513,Latoya,Valentine,latoya.valentine@yahoo.com,+1-553-832-6217,2024-08-07 11:30:03.467929,High_Value,Push,18-25,Medium,290.1,0.23,False,True,True,2025-07-04 13:15:53.414141,3,Electronics
514,Michelle,Day,michelleday@yahoo.com,+1-754-421-2222,2024-01-21 09:02:58.138005,New_Customer,Email,55+,Low,65.85,0.62,False,False,False,2025-07-04 13:12:51.702002,9,Beauty
515,Amanda,Jones,amanda521@gmail.com,+1-328-953-5943,2024-01-28 11:26:37.126715,New_Customer,Social,55+,Medium,122.58,0.73,True,False,False,,21,Clothing
516,Brianna,Walter,briannawalter@hotmail.com,+1-972-993-2294,2024-07-31 10:03:50.596163,Medium_Value,Email,55+,Premium,165.85,0.56,True,True,False,,34,Beauty
517,Michael,Vincent,michael913@outlook.com,+1-285-946-8631,2024-08-23 05:07:52.232677,High_Value,Email,46-55,,232.47,0.25,False,False,False,2025-07-04 13:14:05.970627,48,Sports
518,Teresa,Garcia,teresa276@yahoo.com,+1-756-343-3527,2025-05-10 19:44:17.327779,New_Customer,SMS,18-25,Low,118.14,0.51,False,False,True,2025-07-04 13:18:23.701682,23,Clothing
519,Patricia,Garcia,patricia134@outlook.com,+1-899-881-8429,2025-01-10 22:47:45.073670,New_Customer,Social,18-25,Low,103.48,0.7,True,True,False,,38,Electronics
520,Lisa,Taylor,lisa.taylor@outlook.com,+1-480-427-6609,2024-08-09 02:27:17.993926,New_Customer,Email,,Low,108.15,0.69,False,True,True,2025-07-04 13:15:43.918186,31,Sports
521,Stacy,Irwin,stacy426@gmail.com,+1-917-695-8174,2024-01-31 22:29:52.910959,Low_Value,SMS,26-35,,98.44,0.77,False,False,False,2025-07-04 13:15:53.911233,28,Home
522,Christopher,Taylor,christopher.taylor@yahoo.com,+1-523-282-2843,2024-12-11 03:47:25.660120,High_Value,Social,26-35,High,206.86,0.38,True,False,True,2025-07-04 13:16:17.279075,38,Books
523,Marilyn,Delacruz,marilyn.delacruz@yahoo.com,+1-343-428-4824,2023-08-04 04:33:31.558888,Medium_Value,Direct,46-55,High,198.61,0.51,False,False,True,2025-07-04 13:16:34.203662,30,Electronics
524,Laura,Jefferson,laura.jefferson@yahoo.com,+1-419-477-1931,2024-01-18 08:33:33.312309,High_Value,SMS,46-55,,401.36,0.28,True,True,False,2025-07-04 13:16:28.567099,0,Electronics
525,Patricia,Thomas,patricia.thomas@outlook.com,+1-802-719-9115,2024-01-16 08:43:46.172954,New_Customer,Direct,36-45,High,44.62,0.59,False,False,False,2025-07-04 13:15:52.807879,36,Clothing
526,Jeremy,Garcia,jeremy.garcia@gmail.com,+1-793-413-4277,2024-09-14 20:18:10.410920,Medium_Value,Email,55+,Premium,102.61,0.41,True,True,False,2025-07-04 13:13:20.622567,39,Books
527,Tonya,Ross,tonyaross@hotmail.com,+1-712-258-6480,2025-04-28 07:30:37.493456,Low_Value,Direct,55+,Premium,95.6,0.89,False,False,True,2025-07-04 13:16:15.439785,27,Electronics
528,Eddie,Fitzgerald,eddie202@gmail.com,+1-251-461-7994,2024-07-26 11:41:28.902393,New_Customer,Push,,Low,147.33,0.7,True,False,True,2025-07-04 13:13:24.691791,36,Clothing
529,Nicholas,George,nicholasgeorge@gmail.com,+1-542-635-4967,2025-04-03 20:15:48.613851,New_Customer,Social,46-55,High,128.35,0.74,False,False,True,2025-07-04 13:17:33.464694,34,Books
530,Courtney,Shaw,courtney.shaw@gmail.com,+1-663-380-8520,2024-12-13 06:59:41.005943,Low_Value,Social,55+,High,74.2,0.78,True,False,False,2025-07-04 13:13:26.333092,15,Books
531,Gary,Williams,garywilliams@outlook.com,+1-965-532-7817,2023-12-08 06:29:51.481722,New_Customer,Direct,26-35,Premium,82.25,0.52,False,True,False,,4,Beauty
532,Kristin,Jennings,kristin489@outlook.com,+1-762-928-5661,2024-11-25 07:39:51.522968,Low_Value,SMS,46-55,,77.88,0.81,True,False,False,,2,Sports
533,Richard,Allen,richard.allen@hotmail.com,+1-594-645-3460,2024-07-08 19:19:06.261286,High_Value,Direct,18-25,Low,394.92,0.32,False,False,True,2025-07-04 13:14:29.269483,37,Home
534,Dalton,Acevedo,dalton.acevedo@hotmail.com,+1-796-524-2457,2024-12-07 22:10:13.432266,New_Customer,Social,,Premium,66.57,0.71,False,True,True,2025-07-04 13:13:18.655772,39,Home
535,Matthew,Graham,matthew746@outlook.com,+1-743-351-8840,2025-03-05 12:57:05.253760,Low_Value,Push,36-45,Premium,44.61,0.79,False,True,False,,42,Home
536,Jessica,Brooks,jessica148@gmail.com,+1-247-347-3068,2023-10-11 11:49:49.161960,High_Value,Push,18-25,Medium,461.32,0.37,True,False,False,2025-07-04 13:16:53.577531,5,Clothing
537,Carlos,Lee,carloslee@gmail.com,+1-571-543-5570,2024-04-12 22:05:15.256072,Low_Value,Push,18-25,Low,88.14,0.89,False,False,True,2025-07-04 13:14:34.638028,47,Home
538,Ryan,Clark,ryanclark@gmail.com,+1-464-495-1523,2024-11-24 14:59:07.632599,Medium_Value,SMS,55+,Medium,133.04,0.68,True,True,False,2025-07-04 13:13:39.702038,14,Beauty
539,Noah,Lewis,noah.lewis@hotmail.com,+1-671-216-2199,2024-07-10 20:10:56.033856,New_Customer,Email,36-45,Premium,148.2,0.69,True,False,True,2025-07-04 13:17:58.889916,23,Electronics
540,Jason,Oliver,jasonoliver@hotmail.com,+1-650-609-2962,2024-06-20 19:23:00.609782,New_Customer,Email,46-55,Medium,63.69,0.79,False,True,True,2025-07-04 13:15:56.452342,36,Books
541,Jeffrey,Watson,jeffrey182@yahoo.com,+1-293-593-1599,2025-06-04 00:34:08.303999,High_Value,Direct,55+,Premium,263.33,0.32,True,True,True,2025-07-04 13:13:28.035783,50,Electronics
542,Kelly,Owens,kelly546@hotmail.com,+1-240-967-2824,2024-09-19 09:35:03.290585,Low_Value,Push,55+,High,82.42,0.66,True,False,True,2025-07-04 13:16:24.921278,29,Beauty
543,Angel,Taylor,angel609@hotmail.com,+1-409-867-8226,2024-02-10 17:17:28.339478,Low_Value,Direct,46-55,Medium,25.97,0.66,False,False,False,,50,Clothing
544,Randy,Lambert,randy.lambert@yahoo.com,+1-647-976-2632,2025-01-09 23:31:27.971649,Medium_Value,Email,55+,Low,105.03,0.56,False,False,False,2025-07-04 13:17:59.866125,7,Beauty
545,Gerald,Griffith,gerald.griffith@yahoo.com,+1-784-482-9058,2025-03-28 14:15:16.628436,New_Customer,Email,55+,High,62.52,0.61,True,False,True,2025-07-04 13:18:42.266114,43,Sports
546,Brooke,Ramos,brooke475@gmail.com,+1-804-441-6159,2025-05-20 23:49:57.733262,High_Value,Direct,18-25,High,209.61,0.33,False,False,True,2025-07-04 13:12:51.760796,4,Beauty
547,Anthony,Carter,anthony.carter@yahoo.com,+1-761-498-9977,2025-05-30 09:32:35.921987,Medium_Value,SMS,55+,High,199.01,0.52,False,False,True,2025-07-04 13:17:58.840083,27,Sports
548,John,Saunders,john278@hotmail.com,+1-741-366-8445,2023-10-17 07:56:52.838541,High_Value,Direct,36-45,Premium,379.65,0.34,False,True,False,,19,Books
549,Amber,Anthony,amberanthony@outlook.com,+1-645-677-5096,2023-12-27 18:39:51.747531,New_Customer,Direct,18-25,High,148.91,0.6,False,False,True,2025-07-04 13:16:21.150404,36,Electronics
550,Norma,Shannon,norma.shannon@gmail.com,+1-335-793-3160,2024-08-19 13:56:00.257869,New_Customer,Direct,55+,Low,92.75,0.53,True,True,False,2025-07-04 13:18:01.566367,38,Clothing
551,Carrie,Alexander,carriealexander@gmail.com,+1-223-990-3225,2024-05-23 13:58:50.323706,Low_Value,Social,36-45,High,85.93,0.68,False,False,False,2025-07-04 13:15:54.781188,4,Electronics
552,Karen,Norton,karen555@gmail.com,+1-549-685-6874,2024-07-29 03:37:51.234470,Low_Value,SMS,36-45,Low,86.92,0.71,False,False,True,2025-07-04 13:16:42.151121,45,Sports
553,Louis,Stark,louis.starkoutlook.com,+1-636-777-5780,2024-08-08 06:15:50.123037,New_Customer,Direct,18-25,Medium,44.38,0.54,False,True,True,2025-07-04 13:16:50.553523,26,Sports
554,Stephen,Massey,stephen28@yahoo.com,+1-683-899-8540,2025-06-12 00:10:08.727457,New_Customer,SMS,55+,Medium,111.69,0.69,False,True,True,2025-07-04 13:15:40.441970,0,Clothing
555,Joshua,Daniels,joshua741@yahoo.com,+1-797-404-6160,2024-06-01 23:13:41.946647,Low_Value,Push,18-25,Premium,31.24,0.68,False,False,False,2025-07-04 13:16:16.672292,32,Sports
556,Tracy,Olsen,tracy477@gmail.com,+1-422-579-2174,2023-12-29 14:38:06.441767,New_Customer,Direct,46-55,Medium,58.13,0.53,True,True,True,2025-07-04 13:17:58.669082,22,Electronics
557,Joseph,Myers,joseph.myers@hotmail.com,+1-525-359-8514,2024-01-27 09:37:48.731931,High_Value,Social,26-35,Medium,209.58,0.39,True,True,True,2025-07-04 13:17:00.423871,2,Electronics
558,John,Delgado,john.delgadoyahoo.com,+1-649-669-1848,2025-03-06 04:41:35.820790,High_Value,SMS,46-55,Medium,299.92,0.25,True,True,False,2025-07-04 13:13:56.055014,37,Clothing
